-0.9750000000 	 0.0339889714 
-0.9250000000 	 0.0630869429 
-0.8750000000 	 0.1026390286 
-0.8250000000 	 0.1543110286 
-0.7750000000 	 0.2094940286 
-0.7250000000 	 0.2698582000 
-0.6750000000 	 0.3305242857 
-0.6250000000 	 0.3922258286 
-0.5750000000 	 0.4527457143 
-0.5250000000 	 0.5129176857 
-0.4750000000 	 0.5678809429 
-0.4250000000 	 0.6140879714 
-0.3750000000 	 0.6663175714 
-0.3250000000 	 0.7094506000 
-0.2750000000 	 0.7570438286 
-0.2250000000 	 0.8033211143 
-0.1750000000 	 0.8497297143 
-0.1250000000 	 0.8792318286 
-0.0750000000 	 0.9134741143 
-0.0250000000 	 0.9352336286 
0.0250000000 	 0.9453789714 
0.0750000000 	 0.9401000286 
0.1250000000 	 0.9261445429 
0.1750000000 	 0.8935420000 
0.2250000000 	 0.8438257714 
0.2750000000 	 0.7829501429 
0.3250000000 	 0.7171728000 
0.3750000000 	 0.6468194857 
0.4250000000 	 0.5768677714 
0.4750000000 	 0.5083019429 
0.5250000000 	 0.4416116857 
0.5750000000 	 0.3767400857 
0.6250000000 	 0.3167681143 
0.6750000000 	 0.2572349714 
0.7250000000 	 0.2037907143 
0.7750000000 	 0.1528558857 
0.8250000000 	 0.1111298571 
0.8750000000 	 0.0728599143 
0.9250000000 	 0.0439292000 
0.9750000000 	 0.0244130857 
