x 	 y 	 
-4.259076 	 3.582444 	 
-4.358897 	 3.571826 	 
-4.588501 	 3.614397 	 
-4.663968 	 3.410113 	 
-4.617071 	 3.491418 	 
-4.381985 	 3.499222 	 
-4.352401 	 3.763695 	 
-4.750999 	 3.666951 	 
-4.650817 	 3.631810 	 
-4.774491 	 3.466958 	 
-4.745580 	 3.411687 	 
-4.610112 	 3.301128 	 
-4.435286 	 3.386474 	 
-4.515936 	 3.468476 	 
-4.199677 	 3.284265 	 
-4.361505 	 3.264356 	 
-4.227532 	 3.219202 	 
-4.057930 	 3.305453 	 
-4.235387 	 3.391945 	 
-4.149713 	 3.189567 	 
-4.236113 	 3.046549 	 
-4.402725 	 3.253772 	 
-4.391870 	 3.380179 	 
-4.403715 	 3.286878 	 
-4.323085 	 3.143221 	 
-4.265111 	 3.148190 	 
-4.228708 	 3.001942 	 
-4.245163 	 3.256413 	 
-4.204218 	 3.619475 	 
-4.028945 	 3.423163 	 
-3.791051 	 3.396474 	 
-3.701095 	 3.535270 	 
-3.906671 	 3.602032 	 
-4.167235 	 3.263832 	 
-4.139449 	 3.236787 	 
-4.051815 	 3.097379 	 
-3.899502 	 3.153434 	 
-3.906008 	 3.152831 	 
-3.535511 	 3.110370 	 
-3.474975 	 3.036831 	 
-3.383220 	 3.285908 	 
-3.233069 	 3.356779 	 
-3.313049 	 3.442178 	 
-3.426560 	 3.407938 	 
-3.711956 	 3.477586 	 
-3.785146 	 3.371260 	 
-3.740881 	 3.451464 	 
-3.881705 	 3.322452 	 
-3.820502 	 3.265201 	 
-4.010347 	 3.143896 	 
-3.984096 	 3.202032 	 
-4.030059 	 3.120508 	 
-4.000496 	 3.136853 	 
-4.055394 	 2.943672 	 
-3.762656 	 2.877091 	 
-3.612516 	 3.031230 	 
-3.714854 	 3.202922 	 
-3.627223 	 3.153251 	 
-3.620283 	 3.108867 	 
-3.684096 	 3.212058 	 
-3.673508 	 3.117923 	 
-3.498610 	 3.474685 	 
-3.556523 	 3.123692 	 
-3.654482 	 3.320932 	 
-3.774933 	 3.418272 	 
-3.737990 	 3.363145 	 
-3.812829 	 3.434012 	 
-3.942986 	 3.417375 	 
-3.811910 	 3.419159 	 
-3.971679 	 3.434002 	 
-3.925727 	 3.478859 	 
-3.775421 	 3.567155 	 
-3.539786 	 3.318726 	 
-3.560568 	 3.296680 	 
-3.878353 	 3.316386 	 
-3.907773 	 3.466606 	 
-3.940440 	 3.440708 	 
-4.008969 	 3.286255 	 
-4.202021 	 3.098149 	 
-4.246596 	 2.990127 	 
-4.179168 	 3.040006 	 
-4.114657 	 2.980338 	 
-4.354695 	 3.118562 	 
-4.065813 	 3.095609 	 
-3.991513 	 3.142929 	 
-3.929651 	 2.747664 	 
-4.107864 	 2.727830 	 
-4.137652 	 2.740381 	 
-4.040232 	 3.111489 	 
-4.028134 	 3.052089 	 
-4.116641 	 2.969951 	 
-4.220105 	 3.064995 	 
-3.924792 	 2.902360 	 
-3.861160 	 2.905731 	 
-3.851434 	 2.805360 	 
-3.509975 	 2.874631 	 
-3.640453 	 3.067099 	 
-3.588302 	 3.384280 	 
-3.407340 	 3.258922 	 
-3.432521 	 3.282715 	 
-3.393939 	 3.187730 	 
-3.515743 	 3.056305 	 
-3.482866 	 3.160059 	 
-3.616432 	 2.926321 	 
-3.582942 	 3.056361 	 
-3.733926 	 2.963472 	 
-3.665486 	 2.944658 	 
-3.287722 	 2.948321 	 
-3.253287 	 2.872823 	 
-2.992880 	 2.953124 	 
-2.581573 	 3.130900 	 
-2.787147 	 2.990981 	 
-3.167200 	 2.822103 	 
-3.018913 	 2.830671 	 
-3.121494 	 3.056679 	 
-3.135943 	 3.019663 	 
-3.015724 	 3.054881 	 
-3.148054 	 3.124820 	 
-3.253486 	 3.069412 	 
-3.161798 	 3.132923 	 
-3.145100 	 3.351305 	 
-3.050984 	 3.486575 	 
-3.181897 	 3.499113 	 
-3.149565 	 3.497347 	 
-3.098173 	 3.522435 	 
-3.193196 	 3.529189 	 
-3.277934 	 3.504541 	 
-3.243912 	 3.119645 	 
-3.104100 	 2.975052 	 
-3.188161 	 3.024993 	 
-3.344987 	 2.728363 	 
-3.210823 	 2.866729 	 
-3.127507 	 2.971316 	 
-3.073158 	 3.092743 	 
-3.009067 	 2.938250 	 
-3.019680 	 3.046151 	 
-2.824831 	 3.284500 	 
-3.013530 	 3.517245 	 
-3.141886 	 3.336882 	 
-2.966039 	 3.324117 	 
-3.069849 	 3.070407 	 
-3.076755 	 3.026937 	 
-3.384146 	 2.886823 	 
-3.414483 	 2.885704 	 
-3.388466 	 3.023837 	 
-3.351120 	 2.746059 	 
-3.325794 	 2.663777 	 
-3.260324 	 2.591788 	 
-3.341973 	 2.694600 	 
-3.235462 	 2.637133 	 
-3.020811 	 2.659109 	 
-2.715225 	 2.792601 	 
-2.469173 	 2.828864 	 
-2.617792 	 2.677076 	 
-2.457317 	 2.535502 	 
-2.468126 	 2.456049 	 
-2.262254 	 2.336498 	 
