-2.9250000000 	 0.0002793333 
-2.7750000000 	 0.0006646667 
-2.6250000000 	 0.0011920000 
-2.4750000000 	 0.0027833333 
-2.3250000000 	 0.0035606667 
-2.1750000000 	 0.0090226667 
-2.0250000000 	 0.0136453333 
-1.8750000000 	 0.0245533333 
-1.7250000000 	 0.0411993333 
-1.5750000000 	 0.0640886667 
-1.4250000000 	 0.0947206667 
-1.2750000000 	 0.1408653333 
-1.1250000000 	 0.1984980000 
-0.9750000000 	 0.2649533333 
-0.8250000000 	 0.3334020000 
-0.6750000000 	 0.4059560000 
-0.5250000000 	 0.4690626667 
-0.3750000000 	 0.5250106667 
-0.2250000000 	 0.5479866667 
-0.0750000000 	 0.5679106667 
0.0750000000 	 0.5460340000 
0.2250000000 	 0.5197246667 
0.3750000000 	 0.4509326667 
0.5250000000 	 0.3846680000 
0.6750000000 	 0.3092040000 
0.8250000000 	 0.2333520000 
0.9750000000 	 0.1757760000 
1.1250000000 	 0.1211806667 
1.2750000000 	 0.0828820000 
1.4250000000 	 0.0530606667 
1.5750000000 	 0.0345853333 
1.7250000000 	 0.0206900000 
1.8750000000 	 0.0108693333 
2.0250000000 	 0.0065893333 
2.1750000000 	 0.0037966667 
2.3250000000 	 0.0018766667 
2.4750000000 	 0.0007746667 
2.6250000000 	 0.0003766667 
2.7750000000 	 0.0002486667 
2.9250000000 	 0.0003760000 
