-5.299605 	 -5.299605 	 -5.299605
-4.299605 	 -5.299605 	 -5.299605
-3.299605 	 -5.299605 	 -5.299605
-2.299605 	 -5.299605 	 -5.299605
-1.299605 	 -5.299605 	 -5.299605
-0.299605 	 -5.299605 	 -5.299605
-6.299605 	 -4.299605 	 -5.299605
-5.299605 	 -4.299605 	 -5.299605
-4.299605 	 -4.299605 	 -5.299605
-3.299605 	 -4.299605 	 -5.299605
-2.299605 	 -4.299605 	 -5.299605
-1.299605 	 -4.299605 	 -5.299605
-0.299605 	 -4.299605 	 -5.299605
-6.299605 	 -3.299605 	 -5.299605
-5.299605 	 -3.299605 	 -5.299605
-4.299605 	 -3.299605 	 -5.299605
-3.299605 	 -3.299605 	 -5.299605
-2.299605 	 -3.299605 	 -5.299605
-1.299605 	 -3.299605 	 -5.299605
-0.299605 	 -3.299605 	 -5.299605
-6.299605 	 -2.299605 	 -5.299605
-5.299605 	 -2.299605 	 -5.299605
-4.299605 	 -2.299605 	 -5.299605
-3.299605 	 -2.299605 	 -5.299605
-2.299605 	 -2.299605 	 -5.299605
-1.299605 	 -2.299605 	 -5.299605
-0.299605 	 -2.299605 	 -5.299605
-6.299605 	 -1.299605 	 -5.299605
-5.299605 	 -1.299605 	 -5.299605
-4.299605 	 -1.299605 	 -5.299605
-3.299605 	 -1.299605 	 -5.299605
-2.299605 	 -1.299605 	 -5.299605
-1.299605 	 -1.299605 	 -5.299605
-0.299605 	 -1.299605 	 -5.299605
-6.299605 	 -0.299605 	 -5.299605
-5.299605 	 -0.299605 	 -5.299605
-4.299605 	 -0.299605 	 -5.299605
-3.299605 	 -0.299605 	 -5.299605
-2.299605 	 -0.299605 	 -5.299605
-1.299605 	 -0.299605 	 -5.299605
-0.299605 	 -0.299605 	 -5.299605
-6.299605 	 -6.299605 	 -4.299605
-5.299605 	 -6.299605 	 -4.299605
-4.299605 	 -6.299605 	 -4.299605
-3.299605 	 -6.299605 	 -4.299605
-2.299605 	 -6.299605 	 -4.299605
-1.299605 	 -6.299605 	 -4.299605
-0.299605 	 -6.299605 	 -4.299605
-6.299605 	 -5.299605 	 -4.299605
-5.299605 	 -5.299605 	 -4.299605
-4.299605 	 -5.299605 	 -4.299605
-3.299605 	 -5.299605 	 -4.299605
-2.299605 	 -5.299605 	 -4.299605
-1.299605 	 -5.299605 	 -4.299605
-0.299605 	 -5.299605 	 -4.299605
-6.299605 	 -4.299605 	 -4.299605
-5.299605 	 -4.299605 	 -4.299605
-4.299605 	 -4.299605 	 -4.299605
-3.299605 	 -4.299605 	 -4.299605
-2.299605 	 -4.299605 	 -4.299605
-1.299605 	 -4.299605 	 -4.299605
-0.299605 	 -4.299605 	 -4.299605
-6.299605 	 -3.299605 	 -4.299605
-5.299605 	 -3.299605 	 -4.299605
-4.299605 	 -3.299605 	 -4.299605
-3.299605 	 -3.299605 	 -4.299605
-2.299605 	 -3.299605 	 -4.299605
-1.299605 	 -3.299605 	 -4.299605
-0.299605 	 -3.299605 	 -4.299605
-6.299605 	 -2.299605 	 -4.299605
-5.299605 	 -2.299605 	 -4.299605
-4.299605 	 -2.299605 	 -4.299605
-3.299605 	 -2.299605 	 -4.299605
-2.299605 	 -2.299605 	 -4.299605
-1.299605 	 -2.299605 	 -4.299605
-0.299605 	 -2.299605 	 -4.299605
-6.299605 	 -1.299605 	 -4.299605
-5.299605 	 -1.299605 	 -4.299605
-4.299605 	 -1.299605 	 -4.299605
-3.299605 	 -1.299605 	 -4.299605
-2.299605 	 -1.299605 	 -4.299605
-1.299605 	 -1.299605 	 -4.299605
-0.299605 	 -1.299605 	 -4.299605
-6.299605 	 -0.299605 	 -4.299605
-5.299605 	 -0.299605 	 -4.299605
-4.299605 	 -0.299605 	 -4.299605
-3.299605 	 -0.299605 	 -4.299605
-2.299605 	 -0.299605 	 -4.299605
-1.299605 	 -0.299605 	 -4.299605
-0.299605 	 -0.299605 	 -4.299605
-6.299605 	 -6.299605 	 -3.299605
-5.299605 	 -6.299605 	 -3.299605
-4.299605 	 -6.299605 	 -3.299605
-3.299605 	 -6.299605 	 -3.299605
-2.299605 	 -6.299605 	 -3.299605
-1.299605 	 -6.299605 	 -3.299605
-0.299605 	 -6.299605 	 -3.299605
-6.299605 	 -5.299605 	 -3.299605
-5.299605 	 -5.299605 	 -3.299605
-4.299605 	 -5.299605 	 -3.299605
-3.299605 	 -5.299605 	 -3.299605
-2.299605 	 -5.299605 	 -3.299605
-1.299605 	 -5.299605 	 -3.299605
-0.299605 	 -5.299605 	 -3.299605
-6.299605 	 -4.299605 	 -3.299605
-5.299605 	 -4.299605 	 -3.299605
-4.299605 	 -4.299605 	 -3.299605
-3.299605 	 -4.299605 	 -3.299605
-2.299605 	 -4.299605 	 -3.299605
-1.299605 	 -4.299605 	 -3.299605
-0.299605 	 -4.299605 	 -3.299605
-6.299605 	 -3.299605 	 -3.299605
-5.299605 	 -3.299605 	 -3.299605
-4.299605 	 -3.299605 	 -3.299605
-3.299605 	 -3.299605 	 -3.299605
-2.299605 	 -3.299605 	 -3.299605
-1.299605 	 -3.299605 	 -3.299605
-0.299605 	 -3.299605 	 -3.299605
-6.299605 	 -2.299605 	 -3.299605
-5.299605 	 -2.299605 	 -3.299605
-4.299605 	 -2.299605 	 -3.299605
-3.299605 	 -2.299605 	 -3.299605
-2.299605 	 -2.299605 	 -3.299605
-1.299605 	 -2.299605 	 -3.299605
-0.299605 	 -2.299605 	 -3.299605
-6.299605 	 -1.299605 	 -3.299605
-5.299605 	 -1.299605 	 -3.299605
-4.299605 	 -1.299605 	 -3.299605
-3.299605 	 -1.299605 	 -3.299605
-2.299605 	 -1.299605 	 -3.299605
-1.299605 	 -1.299605 	 -3.299605
